ATCCode,Name,ATC_length,upperBound
N07XX06,tetrabenazine,7,4513
N07XX07,fampridine,7,4514
N07XX08,tafamidis,7,4515
N07XX09,dimethyl fumarate,7,4516
N07XX10,laquinimod,7,4517
N07XX59,dextromethorphan combinations,7,4518
P,antiparasitic products insecticides and repellents,1,4685
P01,antiprotozoals,3,4604
P01A,agents against amoebiasis and other protozoal diseases,4,4557
P01AA,hydroxyquinoline derivatives,5,4527
P01AA01,broxyquinoline,7,4523
P01AA02,clioquinol,7,4524
P01AA04,chlorquinaldol,7,4525
P01AA05,tilbroquinol,7,4526
P01AA52,clioquinol combinations,7,4527
P01AB,nitroimidazole derivatives,5,4535
P01AB01,metronidazole,7,4529
P01AB02,tinidazole,7,4530
P01AB03,ornidazole,7,4531
P01AB04,azanidazole,7,4532
P01AB05,propenidazole,7,4533
P01AB06,nimorazole,7,4534
P01AB07,secnidazole,7,4535
P01AC,dichloroacetamide derivatives,5,4540
P01AC01,diloxanide,7,4537
P01AC02,clefamide,7,4538
P01AC03,etofamide,7,4539
P01AC04,teclozan,7,4540
P01AR,arsenic compounds,5,4545
P01AR01,arsthinol,7,4542
P01AR02,difetarsone,7,4543
P01AR03,glycobiarsol,7,4544
P01AR53,glycobiarsol combinations,7,4545
P01AX,other agents against amoebiasis and other protozoal diseases,5,4557
P01AX01,chiniofon,7,4547
P01AX02,emetine,7,4548
P01AX04,phanquinone,7,4549
P01AX05,mepacrine,7,4550
P01AX06,atovaquone,7,4551
P01AX07,trimetrexate,7,4552
P01AX08,tenonitrozole,7,4553
P01AX09,dihydroemetine,7,4554
P01AX10,fumagillin,7,4555
P01AX11,nitazoxanide,7,4556
P01AX52,emetine combinations,7,4557
P01B,antimalarials,4,4588
P01BA,aminoquinolines,5,4563
P01BA01,chloroquine,7,4560
P01BA02,hydroxychloroquine,7,4561
P01BA03,primaquine,7,4562
P01BA06,amodiaquine,7,4563
P01BB,biguanides,5,4567
P01BB01,proguanil,7,4565
P01BB02,cycloguanil embonate,7,4566
P01BB51,proguanil combinations,7,4567
P01BC,methanolquinolines,5,4570
P01BC01,quinine,7,4569
P01BC02,mefloquine,7,4570
P01BD,diaminopyrimidines,5,4573
P01BD01,pyrimethamine,7,4572
P01BD51,pyrimethamine combinations,7,4573
P01BE,artemisinin and derivatives plain,5,4579
P01BE01,artemisinin,7,4575
P01BE02,artemether,7,4576
P01BE03,artesunate,7,4577
P01BE04,artemotil,7,4578
P01BE05,artenimol,7,4579
P01BF,artemisinin and derivatives combinations,5,4586
P01BF01,artemether and lumefantrine,7,4581
P01BF02,artesunate and mefloquine,7,4582
P01BF03,artesunate and amodiaquine,7,4583
P01BF04,artesunate sulphamethopyrazine and pyrimethamine,7,4584
P01BF05,artenimol and piperaquine,7,4585
P01BF06,artesunate and pyronaridine,7,4586
P01BX,other antimalarials,5,4588
P01BX01,halofantrine,7,4588
P01C,agents against leishmaniasis and trypanosomiasis,4,4604
P01CA,nitroimidazole derivatives,5,4591
P01CA02,benznidazole,7,4591
P01CB,antimony compounds,5,4594
P01CB01,meglumine antimonate,7,4593
P01CB02,sodium stibogluconate,7,4594
P01CC,nitrofuran derivatives,5,4597
P01CC01,nifurtimox,7,4596
P01CC02,nitrofural,7,4597
P01CD,arsenic compounds,5,4600
P01CD01,melarsoprol,7,4599
P01CD02,acetarsol,7,4600
P01CX,other agents against leishmaniasis and trypanosomiasis,5,4604
P01CX01,pentamidine isethionate,7,4602
P01CX02,suramin sodium,7,4603
P01CX03,eflornithine,7,4604
P02,anthelmintics,3,4644
P02B,antitrematodals,4,4616
P02BA,quinoline derivatives and related substances,5,4609
P02BA01,praziquantel,7,4608
P02BA02,oxamniquine,7,4609
P02BB,organophosphorous compounds,5,4611
P02BB01,metrifonate,7,4611
P02BX,other antitrematodal agents,5,4616
P02BX01,bithionol,7,4613
P02BX02,niridazole,7,4614
P02BX03,stibophen,7,4615
P02BX04,triclabendazole,7,4616
P02C,antinematodal agents,4,4638
P02CA,benzimidazole derivatives,5,4625
P02CA01,mebendazole,7,4619
P02CA02,tiabendazole,7,4620
P02CA03,albendazole,7,4621
P02CA04,ciclobendazole,7,4622
P02CA05,flubendazole,7,4623
P02CA06,fenbendazole,7,4624
P02CA51,mebendazole combinations,7,4625
P02CB,piperazine and derivatives,5,4628
P02CB01,piperazine,7,4627
P02CB02,diethylcarbamazine,7,4628
P02CC,tetrahydropyrimidine derivatives,5,4631
P02CC01,pyrantel,7,4630
P02CC02,oxantel,7,4631
P02CE,imidazothiazole derivatives,5,4633
P02CE01,levamisole,7,4633
P02CF,avermectines,5,4635
P02CF01,ivermectin,7,4635
P02CX,other antinematodals,5,4638
P02CX01,pyrvinium,7,4637
P02CX02,bephenium,7,4638
P02D,anticestodals,4,4644
P02DA,salicylic acid derivatives,5,4641
P02DA01,niclosamide,7,4641
P02DX,other anticestodals,5,4644
P02DX01,desaspidin,7,4643
P02DX02,dichlorophen,7,4644
P03,ectoparasiticides incl scabicides insecticides and repellents,3,4685
P03A,ectoparasiticides incl scabicides,4,4672
P03AA,sulfur containing products,5,4653
P03AA01,dixanthogen,7,4648
P03AA02,potassium polysulfide,7,4649
P03AA03,mesulfen,7,4650
P03AA04,disulfiram,7,4651
P03AA05,thiram,7,4652
P03AA54,disulfiram combinations,7,4653
P03AB,chlorine containing products,5,4657
P03AB01,clofenotane,7,4655
P03AB02,lindane,7,4656
P03AB51,clofenotane combinations,7,4657
P03AC,pyrethrines incl synthetic compounds,5,4666
P03AC01,pyrethrum,7,4659
P03AC02,bioallethrin,7,4660
P03AC03,phenothrin,7,4661
P03AC04,permethrin,7,4662
P03AC51,pyrethrum combinations,7,4663
P03AC52,bioallethrin combinations,7,4664
P03AC53,phenothrin combinations,7,4665
P03AC54,permethrin combinations,7,4666
P03AX,other ectoparasiticides incl scabicides,5,4672
P03AX01,benzyl benzoate,7,4668
P03AX02,copper oleinate,7,4669
P03AX03,malathion,7,4670
P03AX04,quassia,7,4671
P03AX05,dimeticone,7,4672
P03B,insecticides and repellents,4,4685
P03BA,pyrethrines,5,4678
P03BA01,cyfluthrin,7,4675
P03BA02,cypermethrin,7,4676
P03BA03,decamethrin,7,4677
P03BA04,tetramethrin,7,4678
P03BX,other insecticides and repellents,5,4685
P03BX01,diethyltoluamide,7,4680
P03BX02,dimethylphthalate,7,4681
P03BX03,dibutylphthalate,7,4682
P03BX04,dibutylsuccinate,7,4683
P03BX05,dimethylcarbate,7,4684
P03BX06,etohexadiol,7,4685
R,respiratory system,1,5111
R01,nasal preparations,3,4757
R01A,decongestants and other nasal preparations for topical use,4,4749
R01AA,sympathomimetics plain,5,4702
R01AA02,cyclopentamine,7,4690
R01AA03,ephedrine,7,4691
R01AA04,phenylephrine,7,4692
R01AA05,oxymetazoline,7,4693
R01AA06,tetryzoline,7,4694
R01AA07,xylometazoline,7,4695
R01AA08,naphazoline,7,4696
R01AA09,tramazoline,7,4697
R01AA10,metizoline,7,4698
R01AA11,tuaminoheptane,7,4699
R01AA12,fenoxazoline,7,4700
R01AA13,tymazoline,7,4701
R01AA14,epinephrine,7,4702
R01AB,sympathomimetics combinations excl corticosteroids,5,4710
R01AB01,phenylephrine,7,4704
R01AB02,naphazoline,7,4705
R01AB03,tetryzoline,7,4706
R01AB05,ephedrine,7,4707
R01AB06,xylometazoline,7,4708
R01AB07,oxymetazoline,7,4709
R01AB08,tuaminoheptane,7,4710
R01AC,antiallergic agents excl corticosteroids,5,4720
R01AC01,cromoglicic acid,7,4712
R01AC02,levocabastine,7,4713
R01AC03,azelastine,7,4714
R01AC04,antazoline,7,4715
R01AC05,spaglumic acid,7,4716
R01AC06,thonzylamine,7,4717
R01AC07,nedocromil,7,4718
R01AC08,olopatadine,7,4719
R01AC51,cromoglicic acid combinations,7,4720
R01AD,corticosteroids,5,4738
R01AD01,beclometasone,7,4722
R01AD02,prednisolone,7,4723
R01AD03,dexamethasone,7,4724
R01AD04,flunisolide,7,4725
R01AD05,budesonide,7,4726
R01AD06,betamethasone,7,4727
R01AD07,tixocortol,7,4728
R01AD08,fluticasone,7,4729
R01AD09,mometasone,7,4730
R01AD11,triamcinolone,7,4731
R01AD12,fluticasone furoate,7,4732
R01AD13,ciclesonide,7,4733
R01AD52,prednisolone combinations,7,4734
R01AD53,dexamethasone combinations,7,4735
R01AD57,tixocortol combinations,7,4736
R01AD58,fluticasone combinations,7,4737
R01AD60,hydrocortisone combinations,7,4738
R01AX,other nasal preparations,5,4749
R01AX01,calcium hexamine thiocyanate,7,4740
R01AX02,retinol,7,4741
R01AX03,ipratropium bromide,7,4742
R01AX05,ritiometan,7,4743
R01AX06,mupirocin,7,4744
R01AX07,hexamidine,7,4745
R01AX08,framycetin,7,4746
R01AX09,hyaluronic acid,7,4747
R01AX10,various,7,4748
R01AX30,combinations,7,4749
R01B,nasal decongestants for systemic use,4,4757
R01BA,sympathomimetics,5,4757
R01BA01,phenylpropanolamine,7,4752
R01BA02,pseudoephedrine,7,4753
R01BA03,phenylephrine,7,4754
R01BA51,phenylpropanolamine combinations,7,4755
R01BA52,pseudoephedrine combinations,7,4756
R01BA53,phenylephrine combinations,7,4757
R02,throat preparations,3,4790
R02A,throat preparations,4,4790
R02AA,antiseptics,5,4777
R02AA01,ambazone,7,4761
R02AA02,dequalinium,7,4762
R02AA03,dichlorobenzyl alcohol,7,4763
R02AA05,chlorhexidine,7,4764
R02AA06,cetylpyridinium,7,4765
R02AA09,benzethonium,7,4766
R02AA10,myristylbenzalkonium,7,4767
R02AA11,chlorquinaldol,7,4768
R02AA12,hexylresorcinol,7,4769
R02AA13,acriflavinium chloride,7,4770
R02AA14,oxyquinoline,7,4771
R02AA15,povidoneiodine,7,4772
R02AA16,benzalkonium,7,4773
R02AA17,cetrimonium,7,4774
R02AA18,hexamidine,7,4775
R02AA19,phenol,7,4776
R02AA20,various,7,4777
R02AB,antibiotics,5,4783
R02AB01,neomycin,7,4779
R02AB02,tyrothricin,7,4780
R02AB03,fusafungine,7,4781
R02AB04,bacitracin,7,4782
R02AB30,gramicidin,7,4783
R02AD,anesthetics local,5,4788
R02AD01,benzocaine,7,4785
R02AD02,lidocaine,7,4786
R02AD03,cocaine,7,4787
R02AD04,dyclonine,7,4788
R02AX,other throat preparations,5,4790
R02AX01,flurbiprofen,7,4790
R03,drugs for obstructive airway diseases,3,4918
R03A,adrenergics inhalants,4,4833
R03AA,alpha and betaadrenoreceptor agonists,5,4794
R03AA01,epinephrine,7,4794
R03AB,nonselective betaadrenoreceptor agonists,5,4797
R03AB02,isoprenaline,7,4796
R03AB03,orciprenaline,7,4797
R03AC,selective beta2adrenoreceptor agonists,5,4816
R03AC02,salbutamol,7,4799
R03AC03,terbutaline,7,4800
R03AC04,fenoterol,7,4801
R03AC05,rimiterol,7,4802
R03AC06,hexoprenaline,7,4803
R03AC07,isoetarine,7,4804
R03AC08,pirbuterol,7,4805
R03AC09,tretoquinol,7,4806
R03AC10,carbuterol,7,4807
R03AC11,tulobuterol,7,4808
R03AC12,salmeterol,7,4809
R03AC13,formoterol,7,4810
R03AC14,clenbuterol,7,4811
R03AC15,reproterol,7,4812
R03AC16,procaterol,7,4813
R03AC17,bitolterol,7,4814
R03AC18,indacaterol,7,4815
R03AC19,olodaterol,7,4816
R03AH,combinations of adrenergics,5,4817
R03AK,adrenergics in combination with corticosteroids or other drugs excl anticholinergics,5,4828
R03AK01,epinephrine and other drugs for obstructive airway diseases,7,4819
R03AK02,isoprenaline and other drugs for obstructive airway diseases,7,4820
R03AK04,salbutamol and sodium cromoglicate,7,4821
R03AK05,reproterol and sodium cromoglicate,7,4822
R03AK06,salmeterol and fluticasone,7,4823
R03AK07,formoterol and budesonide,7,4824
R03AK08,formoterol and beclometasone,7,4825
R03AK09,formoterol and mometasone,7,4826
R03AK10,vilanterol and fluticasone furoate,7,4827
R03AK11,formoterol and fluticasone,7,4828
R03AL,adrenergics in combination with anticholinergics,5,4833
R03AL01,fenoterol and ipratropium bromide,7,4830
R03AL02,salbutamol and ipratropium bromide,7,4831
R03AL03,vilanterol and umeclidinium bromide,7,4832
R03AL04,indacaterol and glycopyrronium bromide,7,4833
R03B,other drugs for obstructive airway diseases inhalants,4,4855
R03BA,glucocorticoids,5,4843
R03BA01,beclometasone,7,4836
R03BA02,budesonide,7,4837
R03BA03,flunisolide,7,4838
R03BA04,betamethasone,7,4839
R03BA05,fluticasone,7,4840
R03BA06,triamcinolone,7,4841
R03BA07,mometasone,7,4842
R03BA08,ciclesonide,7,4843
R03BB,anticholinergics,5,4850
R03BB01,ipratropium bromide,7,4845
R03BB02,oxitropium bromide,7,4846
R03BB03,stramoni preparations,7,4847
R03BB04,tiotropium bromide,7,4848
R03BB05,aclidinium bromide,7,4849
R03BB06,glycopyrronium bromide,7,4850
R03BC,antiallergic agents excl corticosteroids,5,4853
R03BC01,cromoglicic acid,7,4852
R03BC03,nedocromil,7,4853
R03BX,other drugs for obstructive airway diseases inhalants,5,4855
R03BX01,fenspiride,7,4855
R03C,adrenergics for systemic use,4,4880
R03CA,alpha and betaadrenoreceptor agonists,5,4858
R03CA02,ephedrine,7,4858
R03CB,nonselective betaadrenoreceptor agonists,5,4864
R03CB01,isoprenaline,7,4860
R03CB02,methoxyphenamine,7,4861
R03CB03,orciprenaline,7,4862
R03CB51,isoprenaline combinations,7,4863
R03CB53,orciprenaline combinations,7,4864
R03CC,selective beta2adrenoreceptor agonists,5,4879
R03CC02,salbutamol,7,4866
R03CC03,terbutaline,7,4867
R03CC04,fenoterol,7,4868
R03CC05,hexoprenaline,7,4869
R03CC06,isoetarine,7,4870
R03CC07,pirbuterol,7,4871
R03CC08,procaterol,7,4872
R03CC09,tretoquinol,7,4873
R03CC10,carbuterol,7,4874
R03CC11,tulobuterol,7,4875
R03CC12,bambuterol,7,4876
R03CC13,clenbuterol,7,4877
R03CC14,reproterol,7,4878
R03CC53,terbutaline combinations,7,4879
R03CK,adrenergics and other drugs for obstructive airway diseases,5,4880
R03D,other systemic drugs for obstructive airway diseases,4,4918
R03DA,xanthines,5,4899
R03DA01,diprophylline,7,4883
R03DA02,choline theophyllinate,7,4884
R03DA03,proxyphylline,7,4885
R03DA04,theophylline,7,4886
R03DA05,aminophylline,7,4887
R03DA06,etamiphylline,7,4888
R03DA07,theobromine,7,4889
R03DA08,bamifylline,7,4890
R03DA09,acefylline piperazine,7,4891
R03DA10,bufylline,7,4892
R03DA11,doxofylline,7,4893
R03DA20,combinations of xanthines,7,4894
R03DA51,diprophylline combinations,7,4895
R03DA54,theophylline combinations excl psycholeptics,7,4896
R03DA55,aminophylline combinations,7,4897
R03DA57,theobromine combinations,7,4898
R03DA74,theophylline combinations with psycholeptics,7,4899
R03DB,xanthines and adrenergics,5,4906
R03DB01,diprophylline and adrenergics,7,4901
R03DB02,choline theophyllinate and adrenergics,7,4902
R03DB03,proxyphylline and adrenergics,7,4903
R03DB04,theophylline and adrenergics,7,4904
R03DB05,aminophylline and adrenergics,7,4905
R03DB06,etamiphylline and adrenergics,7,4906
R03DC,leukotriene receptor antagonists,5,4911
R03DC01,zafirlukast,7,4908
R03DC02,pranlukast,7,4909
R03DC03,montelukast,7,4910
R03DC04,ibudilast,7,4911
R03DX,other systemic drugs for obstructive airway diseases,5,4918
R03DX01,amlexanox,7,4913
R03DX02,eprozinol,7,4914
R03DX03,fenspiride,7,4915
R03DX05,omalizumab,7,4916
R03DX06,seratrodast,7,4917
R03DX07,roflumilast,7,4918
R05,cough and cold preparations,3,5000
R05C,expectorants excl combinations with cough suppressants,4,4951
R05CA,expectorants,5,4934
R05CA01,tyloxapol,7,4922
R05CA02,potassium iodide,7,4923
R05CA03,guaifenesin,7,4924
R05CA04,ipecacuanha,7,4925
R05CA05,althea root,7,4926
R05CA06,senega,7,4927
R05CA07,antimony pentasulfide,7,4928
R05CA08,creosote,7,4929
R05CA09,guaiacolsulfonate,7,4930
R05CA10,combinations,7,4931
R05CA11,levoverbenone,7,4932
R05CA12,hederae helicis folium,7,4933
R05CA13,cineole,7,4934
R05CB,mucolytics,5,4951
R05CB01,acetylcysteine,7,4936
R05CB02,bromhexine,7,4937
R05CB03,carbocisteine,7,4938
R05CB04,eprazinone,7,4939
R05CB05,mesna,7,4940
R05CB06,ambroxol,7,4941
R05CB07,sobrerol,7,4942
R05CB08,domiodol,7,4943
R05CB09,letosteine,7,4944
R05CB10,combinations,7,4945
R05CB11,stepronin,7,4946
R05CB12,tiopronin,7,4947
R05CB13,dornase alfa desoxyribonuclease,7,4948
R05CB14,neltenexine,7,4949
R05CB15,erdosteine,7,4950
R05CB16,mannitol,7,4951
R05D,cough suppressants excl combinations with expectorants,4,4992
R05DA,opium alkaloids and derivatives,5,4965
R05DA01,ethylmorphine,7,4954
R05DA03,hydrocodone,7,4955
R05DA04,codeine,7,4956
R05DA05,opium alkaloids with morphine,7,4957
R05DA06,normethadone,7,4958
R05DA07,noscapine,7,4959
R05DA08,pholcodine,7,4960
R05DA09,dextromethorphan,7,4961
R05DA10,thebacon,7,4962
R05DA11,dimemorfan,7,4963
R05DA12,acetyldihydrocodeine,7,4964
R05DA20,combinations,7,4965
R05DB,other cough suppressants,5,4992
R05DB01,benzonatate,7,4967
R05DB02,benproperine,7,4968
R05DB03,clobutinol,7,4969
R05DB04,isoaminile,7,4970
R05DB05,pentoxyverine,7,4971
R05DB07,oxolamine,7,4972
R05DB09,oxeladin,7,4973
R05DB10,clofedanol,7,4974
R05DB11,pipazetate,7,4975
R05DB12,bibenzonium bromide,7,4976
R05DB13,butamirate,7,4977
R05DB14,fedrilate,7,4978
R05DB15,zipeprol,7,4979
R05DB16,dibunate,7,4980
R05DB17,droxypropine,7,4981
R05DB18,prenoxdiazine,7,4982
R05DB19,dropropizine,7,4983
R05DB20,combinations,7,4984
R05DB21,cloperastine,7,4985
R05DB22,meprotixol,7,4986
R05DB23,piperidione,7,4987
R05DB24,tipepidine,7,4988
R05DB25,morclofone,7,4989
R05DB26,nepinalone,7,4990
R05DB27,levodropropizine,7,4991
R05DB28,dimethoxanate,7,4992
R05F,cough suppressants and expectorants combinations,4,4999
R05FA,opium derivatives and expectorants,5,4996
R05FA01,opium derivatives and mucolytics,7,4995
R05FA02,opium derivatives and expectorants,7,4996
R05FB,other cough suppressants and expectorants,5,4999
R05FB01,cough suppressants and mucolytics,7,4998
R05FB02,cough suppressants and expectorants,7,4999
R05X,other cold preparations,4,5000
R06,antihistamines for systemic use,3,5090
R06A,antihistamines for systemic use,4,5090
R06AA,aminoalkyl ethers,5,5015
R06AA01,bromazine,7,5004
R06AA02,diphenhydramine,7,5005
R06AA04,clemastine,7,5006
R06AA06,chlorphenoxamine,7,5007
R06AA07,diphenylpyraline,7,5008
R06AA08,carbinoxamine,7,5009
R06AA09,doxylamine,7,5010
R06AA52,diphenhydramine combinations,7,5011
R06AA54,clemastine combinations,7,5012
R06AA56,chlorphenoxamine combinations,7,5013
R06AA57,diphenylpyraline combinations,7,5014
R06AA59,doxylamine combinations,7,5015
R06AB,substituted alkylamines,5,5027
R06AB01,brompheniramine,7,5017
R06AB02,dexchlorpheniramine,7,5018
R06AB03,dimetindene,7,5019
R06AB04,chlorphenamine,7,5020
R06AB05,pheniramine,7,5021
R06AB06,dexbrompheniramine,7,5022
R06AB07,talastine,7,5023
R06AB51,brompheniramine combinations,7,5024
R06AB52,dexchlorpheniramine combinations,7,5025
R06AB54,chlorphenamine combinations,7,5026
R06AB56,dexbrompheniramine combinations,7,5027
R06AC,substituted ethylene diamines,5,5036
R06AC01,mepyramine,7,5029
R06AC02,histapyrrodine,7,5030
R06AC03,chloropyramine,7,5031
R06AC04,tripelennamine,7,5032
R06AC05,methapyrilene,7,5033
R06AC06,thonzylamine,7,5034
R06AC52,histapyrrodine combinations,7,5035
R06AC53,chloropyramine combinations,7,5036
R06AD,phenothiazine derivatives,5,5048
R06AD01,alimemazine,7,5038
R06AD02,promethazine,7,5039
R06AD03,thiethylperazine,7,5040
R06AD04,methdilazine,7,5041
R06AD05,hydroxyethylpromethazine,7,5042
R06AD06,thiazinam,7,5043
R06AD07,mequitazine,7,5044
R06AD08,oxomemazine,7,5045
R06AD09,isothipendyl,7,5046
R06AD52,promethazine combinations,7,5047
R06AD55,hydroxyethylpromethazine combinations,7,5048
R06AE,piperazine derivatives,5,5059
R06AE01,buclizine,7,5050
R06AE03,cyclizine,7,5051
R06AE04,chlorcyclizine,7,5052
R06AE05,meclozine,7,5053
R06AE06,oxatomide,7,5054
R06AE07,cetirizine,7,5055
R06AE09,levocetirizine,7,5056
R06AE51,buclizine combinations,7,5057
R06AE53,cyclizine combinations,7,5058
R06AE55,meclozine combinations,7,5059
R06AK,combinations of antihistamines,5,5060
R06AX,other antihistamines for systemic use,5,5090
R06AX01,bamipine,7,5062
R06AX02,cyproheptadine,7,5063
R06AX03,thenalidine,7,5064
R06AX04,phenindamine,7,5065
R06AX05,antazoline,7,5066
R06AX07,triprolidine,7,5067
R06AX08,pyrrobutamine,7,5068
R06AX09,azatadine,7,5069
R06AX11,astemizole,7,5070
R06AX12,terfenadine,7,5071
R06AX13,loratadine,7,5072
R06AX15,mebhydrolin,7,5073
R06AX16,deptropine,7,5074
R06AX17,ketotifen,7,5075
R06AX18,acrivastine,7,5076
R06AX19,azelastine,7,5077
R06AX21,tritoqualine,7,5078
R06AX22,ebastine,7,5079
R06AX23,pimethixene,7,5080
R06AX24,epinastine,7,5081
R06AX25,mizolastine,7,5082
R06AX26,fexofenadine,7,5083
R06AX27,desloratadine,7,5084
R06AX28,rupatadine,7,5085
R06AX29,bilastine,7,5086
R06AX31,quifenadine,7,5087
R06AX32,sequifenadine,7,5088
R06AX53,thenalidine combinations,7,5089
R06AX58,pyrrobutamine combinations,7,5090
R07,other respiratory system products,3,5111
R07A,other respiratory system products,4,5111
R07AA,lung surfactants,5,5096
R07AA01,colfosceril palmitate,7,5094
R07AA02,natural phospholipids,7,5095
R07AA30,combinations,7,5096
R07AB,respiratory stimulants,5,5108
R07AB01,doxapram,7,5098
R07AB02,nikethamide,7,5099
R07AB03,pentetrazol,7,5100
R07AB04,etamivan,7,5101
R07AB05,bemegride,7,5102
R07AB06,prethcamide,7,5103
R07AB07,almitrine,7,5104
R07AB08,dimefline,7,5105
R07AB09,mepixanox,7,5106
R07AB52,nikethamide combinations,7,5107
R07AB53,pentetrazol combinations,7,5108
R07AX,other respiratory system products,5,5111
R07AX01,nitric oxide,7,5110
R07AX02,ivacaftor,7,5111
S,sensory organs,1,5442
S01,ophthalmologicals,3,5373
S01A,antiinfectives,4,5180
S01AA,antibiotics,5,5141
S01AA01,chloramphenicol,7,5116
S01AA02,chlortetracycline,7,5117
S01AA03,neomycin,7,5118
S01AA04,oxytetracycline,7,5119
S01AA05,tyrothricin,7,5120
S01AA07,framycetin,7,5121
S01AA09,tetracycline,7,5122
S01AA10,natamycin,7,5123
S01AA11,gentamicin,7,5124
S01AA12,tobramycin,7,5125
S01AA13,fusidic acid,7,5126
S01AA14,benzylpenicillin,7,5127
S01AA15,dihydrostreptomycin,7,5128
S01AA16,rifamycin,7,5129
S01AA17,erythromycin,7,5130
S01AA18,polymyxin b,7,5131
S01AA19,ampicillin,7,5132
S01AA20,antibiotics in combination with other drugs,7,5133
S01AA21,amikacin,7,5134
S01AA22,micronomicin,7,5135
S01AA23,netilmicin,7,5136
S01AA24,kanamycin,7,5137
S01AA25,azidamfenicol,7,5138
S01AA26,azithromycin,7,5139
S01AA27,cefuroxime,7,5140
S01AA30,combinations of different antibiotics,7,5141
S01AB,sulfonamides,5,5147
S01AB01,sulfamethizole,7,5143
S01AB02,sulfafurazole,7,5144
S01AB03,sulfadicramide,7,5145
S01AB04,sulfacetamide,7,5146
S01AB05,sulfafenazol,7,5147
S01AD,antivirals,5,5156
S01AD01,idoxuridine,7,5149
S01AD02,trifluridine,7,5150
S01AD03,aciclovir,7,5151
S01AD05,interferon,7,5152
S01AD06,vidarabine,7,5153
S01AD07,famciclovir,7,5154
S01AD08,fomivirsen,7,5155
S01AD09,ganciclovir,7,5156
S01AE,fluoroquinolones,5,5165
S01AE01,ofloxacin,7,5158
S01AE02,norfloxacin,7,5159
S01AE03,ciprofloxacin,7,5160
S01AE04,lomefloxacin,7,5161
S01AE05,levofloxacin,7,5162
S01AE06,gatifloxacin,7,5163
S01AE07,moxifloxacin,7,5164
S01AE08,besifloxacin,7,5165
S01AX,other antiinfectives,5,5180
S01AX01,mercury compounds,7,5167
S01AX02,silver compounds,7,5168
S01AX03,zinc compounds,7,5169
S01AX04,nitrofural,7,5170
S01AX05,bibrocathol,7,5171
S01AX06,resorcinol,7,5172
S01AX07,sodium borate,7,5173
S01AX08,hexamidine,7,5174
S01AX09,chlorhexidine,7,5175
S01AX10,sodium propionate,7,5176
S01AX14,dibrompropamidine,7,5177
S01AX15,propamidine,7,5178
S01AX16,picloxydine,7,5179
S01AX18,povidoneiodine,7,5180
S01B,antiinflammatory agents,4,5214
S01BA,corticosteroids plain,5,5197
S01BA01,dexamethasone,7,5183
S01BA02,hydrocortisone,7,5184
S01BA03,cortisone,7,5185
S01BA04,prednisolone,7,5186
S01BA05,triamcinolone,7,5187
S01BA06,betamethasone,7,5188
S01BA07,fluorometholone,7,5189
S01BA08,medrysone,7,5190
S01BA09,clobetasone,7,5191
S01BA10,alclometasone,7,5192
S01BA11,desonide,7,5193
S01BA12,formocortal,7,5194
S01BA13,rimexolone,7,5195
S01BA14,loteprednol,7,5196
S01BA15,fluocinolone acetonide,7,5197
S01BB,corticosteroids and mydriatics in combination,5,5202
S01BB01,hydrocortisone and mydriatics,7,5199
S01BB02,prednisolone and mydriatics,7,5200
S01BB03,fluorometholone and mydriatics,7,5201
S01BB04,betamethasone and mydriatics,7,5202
S01BC,antiinflammatory agents nonsteroids,5,5214
S01BC01,indometacin,7,5204
S01BC02,oxyphenbutazone,7,5205
S01BC03,diclofenac,7,5206
S01BC04,flurbiprofen,7,5207
S01BC05,ketorolac,7,5208
S01BC06,piroxicam,7,5209
S01BC07,bendazac,7,5210
S01BC08,salicylic acid,7,5211
S01BC09,pranoprofen,7,5212
S01BC10,nepafenac,7,5213
S01BC11,bromfenac,7,5214
S01C,antiinflammatory agents and antiinfectives in combination,4,5235
S01CA,corticosteroids and antiinfectives in combination,5,5227
S01CA01,dexamethasone and antiinfectives,7,5217
S01CA02,prednisolone and antiinfectives,7,5218
S01CA03,hydrocortisone and antiinfectives,7,5219
S01CA04,fluocortolone and antiinfectives,7,5220
S01CA05,betamethasone and antiinfectives,7,5221
S01CA06,fludrocortisone and antiinfectives,7,5222
S01CA07,fluorometholone and antiinfectives,7,5223
S01CA08,methylprednisolone and antiinfectives,7,5224
S01CA09,chloroprednisone and antiinfectives,7,5225
S01CA10,fluocinolone acetonide and antiinfectives,7,5226
S01CA11,clobetasone and antiinfectives,7,5227
S01CB,corticosteroidsantiinfectivesmydriatics in combination,5,5233
S01CB01,dexamethasone,7,5229
S01CB02,prednisolone,7,5230
S01CB03,hydrocortisone,7,5231
S01CB04,betamethasone,7,5232
S01CB05,fluorometholone,7,5233
S01CC,antiinflammatory agents nonsteroids and antiinfectives in combination,5,5235
S01CC01,diclofenac and antiinfectives,7,5235
S01E,antiglaucoma preparations and miotics,4,5282
S01EA,sympathomimetics in glaucoma therapy1,5,5243
S01EA01,epinephrine,7,5238
S01EA02,dipivefrine,7,5239
S01EA03,apraclonidine,7,5240
S01EA04,clonidine,7,5241
S01EA05,brimonidine,7,5242
S01EA51,epinephrine combinations,7,5243
S01EB,parasympathomimetics,5,5256
S01EB01,pilocarpine,7,5245
S01EB02,carbachol,7,5246
S01EB03,ecothiopate,7,5247
S01EB04,demecarium,7,5248
S01EB05,physostigmine,7,5249
